trip,walk_distance,travel_time,boardings
505501003,326.3089022504472,512,1
505501004,1421.9185789398962,1105,0
505701001,1078.6264060114106,832,0
505701002,1078.6801654081721,837,0
506001001,332.20287969918746,1198,2
506001002,481.64387217887406,1755,2
506001003,689.6314210471971,548,0
506201001,1333.738729313895,1046,0
506201003,1444.168646613036,1106,0
506201002,258.21785714147427,670,1
506201004,1019.7205338276964,1228,1
506201005,588.4395112748232,951,1
507101001,error,409,TOO_CLOSE
507101002,1445.6501278114458,1734,1
507101003,1491.1066842033092,1722,1
507102001,1957.5179623919798,1542,0
507102002,397.73177443093476,678,1
507201001,1186.9329699203602,1419,1
507201002,1947.8243684114573,1517,0
507201003,342.8186691707488,779,1
507201004,865.2306240553224,680,0
508001001,174.05456390733622,1518,2
508001002,267.332646614649,2138,2
508001003,613.0374210504237,1291,1
508701001,916.0868646585608,708,0
508701002,916.0853608992109,708,0
508701003,1551.0838496163208,1214,0
508701004,1551.0838496163205,1214,0
509501001,970.6867819431809,784,0
509501002,2043.7371127724323,1868,1
509501003,411.61129322607127,1671,2
509502001,970.6867819431809,784,0
509502002,971.7000225448063,785,0
509601001,1436.5861954813586,1125,0
509601002,1436.5783007447712,1124,0
509601003,1436.5861954813586,1125,0
509601004,1436.5783007447712,1124,0
509601005,476.5885789431227,1742,2
509601006,449.73550375612325,2277,2
509601007,1804.8716992390953,1556,1
509601008,476.55850375612323,1957,2
509603001,476.5885789431227,1742,2
509603002,551.2952781918981,613,1
509603003,476.5885789431227,1742,2
509603004,476.55850375612323,1957,2
509702001,135.766,2147,2
509702002,136.534,2264,2
510001001,1585.3245638992687,1251,0
510001002,1585.3505037480563,1252,0
510002001,61.632924809773804,1880,2
510002002,1728.5886466049692,1537,1
510002003,609.2870977398726,812,1
510102001,1148.7065563854096,1124,1
510102002,1762.122360892758,1701,1
510103001,1143.8595263089965,1346,1
510103002,1170.280518788683,1467,1
510701001,1468.535586460209,1741,1
510701002,1623.614172925259,1821,1
510701003,1762.2593834488575,1382,0
510701004,1073.6546541268954,848,0
510701005,878.2708947301337,692,0
510702001,1762.2593834488575,1382,0
510702002,1073.6546541268954,848,0
510702003,878.2708947301337,692,0
511301001,776.0955112715964,1167,1
511301002,506.5750300699597,605,1
511301003,224.50262405693576,463,1
511301004,475.1832781935114,808,1
511301005,1434.0810902163328,1128,0
511302001,1434.8913684179108,1108,0
511302002,1434.9116691691354,1109,0
511303001,776.0955112715964,1167,1
511303002,2251.9210902163322,1947,1
512301001,1738.5917593870813,1364,0
512301002,1738.5827368309817,1363,0
512302001,1738.5917593870813,1364,0
512302002,1738.5827368309817,1363,0
512501001,1325.109135331759,1037,0
512501002,1325.1091353317588,1037,0
512501003,959.6631879642721,2788,2
512501004,199.61273684066174,1971,2
512502001,959.6631879642721,2788,2
512502002,199.61273684066174,1971,2
513502001,1005.1627969854211,1089,1
513502002,852.3536014976091,1060,1
513502003,1716.4926315707958,1336,0
513601001,761.8910075138598,2034,2
513601002,800.2239398471737,2866,2
513601003,1479.7507443496816,1169,0
513602001,1222.995541349623,1188,1
513602002,628.5633383431111,1083,1
513602003,1850.9494436000705,1624,1
513602004,761.8910075138598,2034,2
513602005,800.2239398471737,2866,2
513602006,1479.7507443496816,1169,0
513701001,970.7413533772841,1151,1
513701002,870.7682030048986,1021,1
513701003,221.93146616262356,1315,1
513701004,989.3975789447361,1435,1
513701005,970.7413533772841,1151,1
513701006,870.7682030048986,1021,1
513703001,1806.7844586406966,1399,0
513703002,282.25299999677327,472,1
513703003,1806.7844586406966,1399,0
513703004,282.25299999677327,472,1
513703005,1783.463751874835,2877,2
513703006,error,406,NO_TRANSIT_TIMES
513802001,168.12480450896132,2302,2
513802002,782.1040676666861,2199,2
513802003,1228.668541349623,1536,1
513802004,1299.7609022520603,1667,1
513803001,995.8859699203599,1284,1
513803002,1134.6453383398843,1378,1
513804001,759.1967368358215,1153,1
513804002,1091.2213533788974,1183,1
513804003,1228.668541349623,1536,1
513804004,1299.7609022520603,1667,1
513902003,965.752548868323,1268,1
513902004,234.89803759027305,954,1
513902005,746.2285488667096,589,0
513902006,1420.6841654097855,1097,0
514101001,1761.6724060065706,1370,0
514101002,1761.6626315707956,1370,0
514101003,2087.7612556293448,2083,1
514101004,1548.7081804391191,1511,1
514101005,1777.8939699139064,1963,1
514101006,2004.992233073245,1846,1
514101007,error,404,PATH_NOT_FOUND
514101008,error,404,PATH_NOT_FOUND
514102001,1079.4470827008593,1008,1
514102002,1346.5030526292862,1029,0
514102003,581.2146842081488,450,0
514102004,785.5768345821477,610,0
514102005,1507.0197443496816,1189,0
514102006,error,404,PATH_NOT_FOUND
514102007,error,404,PATH_NOT_FOUND
514401001,1543.2154586326308,1236,0
514401002,1543.216210512305,1236,0
515001001,1645.6739248065473,2702,2
515001002,1399.6235563886362,2208,2
515001003,1402.9385563886362,2103,2
515001006,1670.085360895984,2914,2
515001004,515.1106090163092,650,1
515001005,1639.6125187854564,1287,0
515003001,894.3492105219851,1302,1
515003002,866.6170826976326,1023,1
515003003,1047.262646606582,954,1
515003004,1639.6125187854564,1287,0
515004001,1645.6739248065473,2702,2
515004002,1670.085360895984,2914,2
515101001,error,404,PATH_NOT_FOUND
515101002,error,404,PATH_NOT_FOUND
515801001,1096.310398486257,991,1
515801002,522.4989924780734,612,1
515901001,1530.3146691578424,1231,0
515901002,972.7487969870346,759,0
515901003,255.04147368293678,307,1
515901004,972.7487969870346,759,0
515901005,1569.2983984910973,1218,0
515901006,763.0905789431228,1034,1
515901007,1832.665413528497,1407,0
515901008,1247.0764962293567,992,0
515901009,763.0905789431228,1034,1
515901010,782.2015187919096,917,1
516101001,1958.6541428423923,1964,1
516101002,440.8184511236103,1524,2
516101003,189.7683233073245,148,0
519401001,357.3796992423219,296,0
519401002,358.3628646569475,294,0
519401003,1247.9731879626586,1010,1
519401006,1394.8664586423101,1079,0
519701003,813.4853157805579,656,0
519701004,813.4819323220204,654,0
519801001,422.9805037561232,1405,1
519801002,389.7288796959607,887,1
519801003,1285.4459398455601,999,0
520001001,1791.3366766878353,1965,1
520001002,611.2703007496112,1581,3
520001003,1791.3366766878353,1965,1
520001004,1862.4151278162858,2095,1
520801001,1135.1174736813234,1166,1
520801002,1062.5778120276614,1153,1
520801003,746.2262932276846,589,0
520801004,1216.379015021266,986,0
521001001,1294.237578938283,1044,0
521001002,1294.2326917203952,1044,0
521501001,1367.6180150325595,1761,1
521901001,359.0208796959608,1326,1
521901002,842.457052627673,1384,1
523401001,735.0939774358334,1010,1
523401002,958.8835112732099,1094,1
523401003,1218.6314887106564,971,0
523402001,735.0939774358334,1010,1
523402002,958.8835112732099,1094,1
523402003,1218.6314887106564,971,0
523601001,1674.567804504121,1946,1
523601002,1335.9869323268604,1587,1
523701001,1189.3969172846203,943,0
523701002,1189.4044360813702,944,0
524201001,275.7141654113988,916,1
524201002,1428.8371127772728,1452,1
524201003,275.7141654113988,916,1
524201004,1892.5867067594083,1467,0
524201005,1224.9115789415096,1450,1
524201008,1908.6594811984105,1478,0
524202001,1193.0307142813351,1309,1
524202005,error,409,TOO_CLOSE
524202002,823.0882180422986,845,1
524202003,1193.0307142813351,1309,1
524202006,error,409,TOO_CLOSE
524202004,1277.2236917236223,1440,1
524203001,151.67095488618696,1037,1
524203003,1224.9115789415096,1450,1
524204001,965.4199924764599,1252,1
524204002,1599.8651278130596,1322,1
524204003,965.4199924764599,1252,1
524204004,908.3647819512479,932,1
524204007,1908.6594811984105,1478,0
524301001,663.8409699187469,721,1
524301002,1267.6228571301806,1015,0
524302001,663.8409699187469,721,1
524302002,1267.6228571301806,1015,0
526201001,3219.75054134801,2709,1
526201002,1005.877796988648,2210,2
526201003,1965.740308263471,1518,0
526802001,684.678398494324,766,1
526802002,1608.802721798422,1372,1
526802003,1896.9253082666978,1526,1
526802004,1567.6552481138713,1401,1
527101001,523.471353380511,2240,2
527101002,1124.9663082666978,2210,2
527102001,484.2598646601743,2237,2
527102002,1236.0240751837728,2406,2
527201001,error,409,TOO_CLOSE
527201002,1416.727203001672,1103,0
527201003,1417.7370601447594,1104,0
527204001,683.0864586423102,1073,1
527204002,2597.5052932244575,2208,1
527701001,1095.1050676666862,1313,1
527701002,788.9266691707488,3343,2
527701003,763.302210525212,1382,3
527701004,785.7324135301104,1956,1
527701005,907.8958571414744,1592,1
527701006,1178.3117819528616,3061,2
527702001,1095.1050676666862,1313,1
527702002,785.7324135301104,1956,1
527702003,524.5532857105981,1462,1
527702004,599.9454736813234,1114,2
528101001,1280.5607293155083,1499,1
528101002,2266.904127813059,1944,1
528102001,159.603646614649,1107,1
528102002,1803.6702556357984,1671,1
528301001,1200.799203003285,1318,1
528301002,316.1341654130122,591,1
528301003,784.7296165398493,603,0
528301004,1343.2178195447475,1037,0
528301005,1343.189248117098,1034,0
528401001,151.257646614649,1392,1
528401002,333.2387368406617,812,1
528401003,2576.33995487812,2309,1
528401004,648.645436084597,1495,1
528401005,1531.1440676650727,1830,1
528402001,1011.6029248097738,1567,1
528402002,227.79490977237396,1840,2
528404001,625.6789849609869,962,1
528404002,1892.5867067594083,1467,0
528404003,1361.7216390927224,1525,1
528701001,1227.5772556341851,952,0
528701002,error,404,PATH_NOT_FOUND
528701003,error,404,PATH_NOT_FOUND
528701004,1227.5772556341851,952,0
528701005,1227.5625939805227,951,0
528702001,error,404,PATH_NOT_FOUND
528702002,error,404,PATH_NOT_FOUND
528702003,868.1111954797451,695,0
528702004,1195.9341729268722,936,0
528801001,1073.1468872146604,1339,1
528801002,1067.8627518748349,1303,1
528801003,1613.9920902211727,1570,1
528801004,1211.9205413480097,1435,1
528803001,1073.1468872146604,1339,1
528803002,523.7579999935466,426,0
528803003,1407.3257518732216,1629,1
528804001,1073.1468872146604,1339,1
528804002,1067.8627518748349,1303,1
529101001,2419.510353372444,1920,1
529101002,596.3464511252237,2124,2
529101003,530.8621879658854,1926,2
529101004,1573.7604586342432,1243,0
529101005,1573.7209849513067,1239,0
530801001,3120.100646603357,2892,1
530801002,390.92630826831123,584,1
530901001,1746.6134811903435,1384,0
530901002,1638.0660526244455,1283,0
530901003,1310.502473678097,1289,1
531301001,365.28046616101017,1496,2
531301002,365.2823458601976,714,1
531301003,365.28046616101017,1496,2
531301004,365.2823458601976,714,1
531501001,1299.443458640697,1786,1
531501002,2398.2201278082193,2165,1
532901001,553.9793007463846,1527,1
532901002,665.276045108973,918,1
532901003,826.478593982136,640,0
532901004,2005.2136315691826,1643,1
533301001,1175.7095563854093,1072,1
533301002,1863.419586458596,1544,1
533301003,879.3478646585609,2349,3
533301004,error,404,PATH_NOT_FOUND
533601001,593.916796988648,852,1
533601002,276.56403759188635,1175,2
533601003,290.8808195463612,1517,1
533601004,332.8933007496113,1474,1
533601005,1560.6551278146721,1207,0
533601006,337.6545338325364,425,1
533801001,603.5785112748233,1526,1
533801002,1946.6016992390953,2070,1
534401001,341.600240596785,823,1
534401002,632.8793759349975,1069,1
534401003,777.7987218016486,607,0
534901001,293.1411954861986,821,1
534901002,1987.1552556309587,1643,1
534902001,293.1411954861986,821,1
534902002,1987.1552556309587,1643,1
535201003,1817.8306691626822,1427,0
535201004,891.6446616472087,826,1
535202003,1817.8306691626822,1427,0
535202004,891.6446616472087,826,1
535501004,536.7812631544981,1760,2
535802001,656.4256691691354,898,1
535802002,434.8001729300988,337,0
535802003,1860.0204736684168,1477,0
536801001,2957.528601491156,2762,1
536801002,2924.7207142732673,2695,1
536801003,630.5485112748233,1547,1
536801004,1697.949631567569,1620,1
536901001,error,409,TOO_CLOSE
536901002,289.7777969902613,1375,2
536901003,114.6228646601742,471,1
536901004,1653.1535563870227,1273,0
536901005,418.91299247968664,484,1
537001001,1877.6008721643539,1491,0
537001002,1339.7408796959608,1027,0
537001003,580.3353759349974,592,1
537701001,229.69803759027303,873,1
537701002,558.2990526260595,446,0
537701003,978.19099247646,1206,1
537901001,583.4151954861986,1677,2
537901002,583.417827065061,851,1
537901003,107.05136090082425,1992,2
537901004,308.3479248081604,1781,2
537901005,1427.9631202959724,1104,0
537901006,246.05358646343606,357,1
537902001,107.05136090082425,1992,2
537902002,308.3479248081604,1781,2
538801001,1256.6616315740225,1157,1
538801002,2079.858842096008,1694,1
538801003,95.19036090082425,1304,2
538801004,1500.7488721756474,1439,1
538802001,1256.6616315740225,1157,1
538802002,2115.7554661577838,1735,1
539301001,885.4097894667213,880,1
539301002,1500.3028045073474,1158,0
539301003,767.1838571398611,594,0
539402001,1295.8523684162974,1249,1
539402002,293.80314285207226,562,1
539501001,1968.2634210471972,1516,0
539501002,1968.2611654081722,1516,0
539601001,1100.0453157837846,922,1
539601002,1171.776263149658,1612,1
539601003,720.6609699187468,2358,2
539601004,897.7182781918981,699,0
539602001,1682.9123383398849,1308,0
539602002,1682.905947362647,1308,0
539801001,1436.7287819496346,1112,0
539801002,354.8734586439236,1957,2
539801003,1990.7717593919215,1542,0
539801004,262.9446165366225,2624,3
540201001,1787.5213082618584,1394,0
540201002,1788.5029699171337,1392,0
540202002,1788.5029699171337,1392,0
540401001,756.0486541317355,1376,2
540401006,1247.3561052585728,1207,1
540401007,325.9402932309114,1558,2
540401004,728.757849621161,1009,1
540401005,383.5173533805109,1603,2
540402001,487.32128571059815,1323,1
540402002,683.0454060097974,888,1
540402003,1862.3137669106218,1529,1
540402004,1247.3561052585728,1207,1
540402005,1862.3137669106218,1529,1
540602001,804.9381729284853,1429,1
540602002,737.3498796927339,2038,2
540602003,error,404,PATH_NOT_FOUND
540602004,error,404,PATH_NOT_FOUND
540701001,310.20966917074884,1566,2
540701002,646.2872706715847,1709,2
540702001,609.3374511236102,1926,1
540702002,error,406,NO_TRANSIT_TIMES
541401001,1769.0149323204073,1380,0
541401002,554.7317894699481,1120,1
541401003,372.78929323091137,1483,1
541402001,1028.79398495776,800,0
541402002,1028.791729318735,800,0
541402003,1769.0149323204073,1380,0
541402005,554.7317894699481,1120,1
541402004,372.78929323091137,1483,1
541501001,2146.9405187902967,2413,1
541501002,1261.3595112764365,1660,2
541501003,1132.9448646585608,2643,2
541501004,375.17154886993626,1055,1
541501005,552.6226390943357,435,0
541501006,1542.773646609809,1521,1
541502001,2131.5257217984226,1936,1
541502002,2097.1892105203715,1898,1
541502003,1117.5300676666861,2166,2
541502004,2097.1892105203715,1898,1
541801003,1413.4219999935465,1099,0
541801004,791.3373007496112,609,0
541801005,1676.9710676618463,1302,0
541802001,1954.5100526212195,1887,1
541802002,1198.0760075138598,2467,2
541802003,349.1925338309231,1507,2
541802004,1580.7932932276851,1377,1
541802005,1413.4219999935465,1099,0
541802006,791.3373007496112,609,0
541802007,1676.9710676618463,1302,0
541803001,1702.8751278114457,1688,1
541803002,1329.1579924780738,1177,1
541803003,1413.4219999935465,1099,0
541803004,791.3373007496112,609,0
541803005,1676.9710676618463,1302,0
541804001,1702.8751278114457,1688,1
541804002,1329.1579924780738,1177,1
541804003,1413.4219999935465,1099,0
541804004,791.3373007496112,609,0
541804005,1676.9710676618463,1302,0
541901001,1264.6651954829722,981,0
541901002,1264.6061729284854,975,0
541902001,1264.6651954829722,981,0
541902002,1264.6061729284854,975,0
542201001,1442.8943458569709,2011,1
542201002,647.7293608975974,748,1
542201003,2775.844285705758,2233,1
542203001,816.0539699203601,1749,1
542203002,1862.5901879610453,2292,1
542301001,476.95006014475956,1339,2
542301007,543.6554135268839,636,1
542301002,652.843796985421,1068,1
542301003,1910.3459248033205,1486,0
542301004,1544.2588721708075,2189,1
542301005,error,406,NO_TRANSIT_TIMES
542301006,error,406,NO_TRANSIT_TIMES
542302001,608.0768646553342,1596,1
542302002,error,406,NO_TRANSIT_TIMES
542302003,error,406,NO_TRANSIT_TIMES
542303001,476.95006014475956,1339,2
542304001,476.95006014475956,1339,2
542501001,1207.365075185386,3764,3
542501002,1104.8245413512361,3723,2
542501003,1737.5203458489038,1383,0
542501004,1737.528992465167,1384,0
542501005,1737.5203458489038,1383,0
542502003,1453.8053233057115,2432,2
542701002,1668.0203759317708,1303,0
542701003,590.6665939837494,454,0
542701004,1021.9960601463727,790,0
542701005,706.6640150325599,555,0
542701006,785.5452556357983,607,0
542701007,469.5521127788859,368,0
542701008,278.1959624048869,215,0
542701009,312.2399624048869,369,1
542701010,1619.681270671585,1586,1
542701011,2007.3472180406854,1656,1
542701012,515.741586463436,561,1
542801001,917.7154586439236,1390,1
542801004,924.2630977414858,1540,1
542803001,468.84422555938517,762,1
542803002,1084.9217819480214,1316,1
542803003,468.84422555938517,762,1
542803004,368.90566165204893,636,1
543001001,1357.4279248065473,2170,1
543001002,1381.4899172878468,2322,2
543002001,1755.6008796927338,1356,0
543002002,error,409,TOO_CLOSE
543002004,1755.6001278130593,1357,0
543003001,598.5416090179225,1364,1
543003002,451.65850375612325,1774,2
543101001,1884.6308872065943,1483,0
543101002,998.4417293171218,786,0
543101003,923.3163233024845,989,1
543102001,1884.6308872065943,1483,0
543102002,998.4417293171218,786,0
543102003,923.3163233024845,989,1
543901001,error,409,TOO_CLOSE
543901002,1514.1177894634945,2074,1
543901003,1614.2121503659323,2027,1
543902003,error,404,PATH_NOT_FOUND
543902004,error,404,PATH_NOT_FOUND
543903001,1086.6739849529201,1530,1
543903002,683.2244360829836,1882,2
543903003,1514.1177894634945,2074,1
543903004,1614.2121503659323,2027,1
543904001,1086.6739849529201,1530,1
543904002,683.2244360829836,1882,2
543904003,1514.1177894634945,2074,1
543904004,1614.2121503659323,2027,1
544002001,258.97508270408605,1172,1
544002002,350.6479172926872,1027,1
544002003,483.5129172894605,540,1
544003001,258.97508270408605,1172,1
544003005,1898.0349398423334,1943,1
544003006,258.97508270408605,1172,1
544003002,311.5106917268487,1131,1
544201001,806.6201503707723,1018,1
544201002,974.2260977398727,755,0
544201003,1714.6348195399078,1532,1
544501001,356.58650375450986,1515,2
544501002,405.500781951248,1638,2
544502001,356.58650375450986,1515,2
544502002,405.500781951248,1638,2
544801001,488.70532330248443,1292,2
544801002,307.32058646343603,1723,3
544801003,791.1533909723973,1005,1
544801004,736.065586463436,1570,2
544802001,1412.4509924716197,2740,2
544802002,2090.854180440732,2067,1
544802003,647.8909398439469,1839,3
544802004,752.7343533772842,1322,2
544802005,188.98306766668617,1965,2
544802006,288.06002255287314,3130,3
545401001,1590.1034661481035,1280,0
545401002,397.5914661626234,319,0
545401003,838.0559699203601,653,0
545401004,360.79051127482325,719,1
545601001,1604.5502180342319,1259,0
545601002,972.6351278162856,753,0
545601003,1412.2397067642485,1155,1
546401001,802.4921879674987,884,1
546401002,711.0404962374232,943,1
547401001,2005.614315782171,2016,1
547401002,918.4940751837728,1346,1
548202001,1042.5202481106448,1094,1
548202002,1825.2488345756944,1515,1
549601001,2186.6038872098206,2288,1
549601002,895.13599247646,4053,4
549601003,1669.9711654081727,3792,3
549601004,2268.6712330732453,2245,1
550101001,233.23499247968672,398,1
550101002,190.5292105252119,739,1
550102003,1565.6028270602208,1219,0
550102004,1565.6032030000588,1219,0
550301001,1752.342992478073,1346,0
550301002,358.4316691707488,462,1
550401001,1310.8486240553227,1282,1
550401002,999.4601278130589,800,0
550401003,1488.2923759317712,1253,1
550401004,1001.8469624000468,1667,1
550401005,1101.983804504121,1624,1
551101001,690.0749323236334,817,1
551101002,1127.2882255561583,1207,1
551101003,939.7383533772842,1343,1
551101004,1966.852270673198,1583,1
551102001,690.0749323236334,817,1
551102002,1127.2882255561583,1207,1
551102003,939.7383533772842,1343,1
551102004,1966.852270673198,1583,1
557802002,579.8497518780616,1471,2
564202004,507.95073684066176,1530,2
568902003,314.5415789463495,1304,1
572201004,551.7545789415093,998,1
572202004,551.7545789415093,998,1
573301004,593.6704661593967,478,0
573302004,593.6704661593967,478,0
576701004,638.5481052617993,488,0
577201002,198.95637593983747,2250,2
577901001,416.7208947317473,1223,2
577901002,826.5736616504354,1023,1
577901003,623.9948496163208,1531,2
577901004,1430.9930300683461,1835,2
581001003,228.5288345853744,398,1
581001004,1256.5873834553106,964,0
581001005,581.2146842081488,450,0
581901002,1119.3813984910971,874,0
588801005,916.6120075138599,715,0
588801006,916.5898270634477,713,0
588802002,1828.5180977430991,1393,0
588802003,916.6120075138599,715,0
600101004,353.74921052521194,275,0
600101005,331.48133833988425,557,1
600101006,958.2260977398727,1373,1
604101002,677.2747744309347,538,0
617101008,error,406,NO_TRANSIT_TIMES
618801002,599.3613383398844,482,0
618801003,593.6704661593967,478,0
618801004,858.2458421040745,654,0
618801005,1533.967127816286,2286,2
623001002,error,409,TOO_CLOSE
624301002,727.0518496195475,574,0
624301003,561.1331278162858,1088,1
624301004,188.0726541349623,794,2
625101012,655.8014360878237,1219,2
625102002,655.8014360878237,1219,2
626402004,551.7545789415093,998,1
626403002,551.7545789415093,998,1
626404002,551.7545789415093,998,1
626405002,551.7545789415093,998,1
649801003,711.815037587046,906,1
649802003,711.815037587046,906,1
652802002,558.7449398455605,782,1
653102004,1141.3404285642837,2360,2
655201002,562.2841729300989,433,0
655201003,658.3589849593734,511,0
655201004,958.2260977398727,1373,1
655201005,1660.576097733419,1313,0
655201006,877.2399774390601,1030,1
655201007,826.477593982136,640,0
655201008,622.8264060097972,638,1
655202004,562.2841729300989,433,0
655202005,658.3589849593734,511,0
655202006,958.2260977398727,1373,1
655202007,1660.576097733419,1313,0
655202008,877.2399774390601,1030,1
655202009,826.477593982136,640,0
655202010,622.8264060097972,638,1
656702002,493.73924059678495,2282,2
657602002,123.11208270569944,1936,2
657602003,651.1750451105864,824,1
657602004,1421.4564060081836,2329,1
659701002,572.6083909723974,889,1
659701003,519.0341578894722,1173,1
663203004,1863.8423082650838,1450,0
664101002,814.561458645537,899,1
664101003,865.8157067658619,926,1
664201002,1926.8405939740692,1797,1
665201002,942.9919248049338,1351,1
665201003,270.4414661626235,877,1
665301002,849.5812857073713,1067,1
665302002,849.5812857073713,1067,1
668601004,567.1326691707488,1409,1
668602002,567.1326691707488,1409,1
668703002,348.1533608975975,1309,1
668703003,error,406,NO_TRANSIT_TIMES
675302002,1415.0834210471978,1108,0
675302003,1119.3813984910971,874,0
675302004,639.4041954845853,1202,1
677601002,622.487533830923,488,0
677601003,622.4901654097855,488,0
679001002,1514.263774426095,1191,0
679001003,667.0907669154615,830,1
679401002,304.35140601141063,1890,2
679401003,274.465,208,0
679401004,989.9793082699246,759,0
681501002,726.1986691675218,587,0
684101002,error,409,TOO_CLOSE
694901003,error,409,TOO_CLOSE
710602002,282.0305112748232,1714,2
710602003,364.0569172910739,1564,2
711703002,1729.8447819447947,1363,0
713601002,292.5764135284972,2066,2
713602002,292.5764135284972,2066,2
737101002,1885.8409022488336,1456,0
737103002,553.1183834536973,655,1
737301004,1119.3813984910976,874,0
738902002,error,409,TOO_CLOSE
745202002,error,409,TOO_CLOSE
750001002,error,409,TOO_CLOSE
753301002,463.71884210084767,931,1
753301003,173.46512781951247,1719,1
753301004,1093.6543759317706,869,0
761202002,error,404,PATH_NOT_FOUND
764901002,1272.082571424423,977,0
766001002,593.9358947333606,1058,1
771401002,930.554533830923,1047,1
771401003,930.5564135301108,1609,1
771401004,930.554533830923,1047,1
783102002,738.8911729236455,599,0
784501002,275.4144210504238,438,1
806202003,1750.6598120212084,1369,0
808301002,141.502,109,0
808301003,364.79133834472435,281,0
810901002,1016.3886014959955,813,0
810902002,1016.3886014959955,813,0
817601002,1119.3813984910971,874,0
817601003,644.1925338325364,497,0
885201002,118.87375187644827,2315,2
885201003,609.5839473658737,2382,2
889501002,314.04924811871166,1700,2
889501003,976.0618345837609,1205,1
898901001,1107.4619548845735,2770,2
898901002,593.7020451057463,481,0
898901003,876.8140751805458,3044,2
898903001,472.84809774309934,2368,2
898903002,29.32,1246,2
898903003,433.02484210407437,2614,2
898904001,1724.2006541317357,2159,1
898904002,1277.9385563886362,2352,2
898904003,433.02484210407437,2614,2
898905001,1724.2006541317357,2159,1
898905002,1713.3993984927108,1966,1
898906001,516.0454736829369,2560,2
898906002,647.1796842081487,2333,2
899701006,658.2916992455487,1624,2
899703001,654.1334285691238,2154,1
899703002,694.1085112764365,1883,1
899703003,658.2916992455487,1624,2
899704001,658.2916992455487,1624,2
899704002,1913.2531729252592,1492,0
900601001,686.5152481187116,2464,2
900601002,765.8052030065119,2222,2
900602001,809.2966541349623,1168,2
900602002,969.935203006512,3908,2
902003001,381.8862105252119,2201,2
902003002,1623.9530526244457,1266,0
902003003,309.8541278195125,3865,4
902301001,1744.2865263106096,4396,2
902301002,1757.2241127772725,4584,2
902303001,1587.5872481187114,3364,2
902303002,1669.0045714244227,3135,2
903101001,656.6704511219968,2225,2
903101002,2082.5236165301694,1866,1
903102001,684.8743684179108,2014,2
903102002,246.782751879675,1655,2
903102003,656.6704511219968,2225,2
903102004,2082.5236165301694,1866,1
903103003,1598.9718345789213,1317,1
903103004,1524.8224285658969,1294,1
903104001,1279.1999924764598,1164,1
903104002,1524.8224285658969,1294,1
903901003,1631.1685714244227,3107,2
904301002,2875.618894730135,3312,1
904301004,3079.8091278130587,3275,1
904901001,345.7348721788742,1775,2
904901002,1288.0804586439237,3751,3
904902001,363.2710375934997,761,1
904902002,363.2710375934997,2561,2
905001001,error,404,PATH_NOT_FOUND
905001002,error,404,PATH_NOT_FOUND
905001003,892.6482030065121,3740,2
905002001,error,404,PATH_NOT_FOUND
905002002,error,404,PATH_NOT_FOUND
905002003,892.6482030065121,3740,2
905701001,2443.8070075138594,3798,2
905702001,2002.7360075170864,2360,1
905702002,2013.245112780499,2183,1
906201001,1120.2916015024493,2561,3
906201002,1376.2788646601743,4160,3
906201003,1120.2916015024493,2943,3
906203001,1193.3267894699477,2791,2
906203002,1115.869413531724,6706,3
906204001,1968.2555563886363,3252,2
906204002,2227.911556388636,4756,3
906401001,2434.4425563870227,6542,3
906401002,2224.1999699203598,1842,1
906402001,2434.4425563870227,6542,3
906402002,2224.1999699203598,1842,1
907101001,1896.113729321962,3253,2
907101002,1982.1065037577364,4111,2
907102001,1896.113729321962,3253,2
907102002,1401.1930827056995,1629,2
907302001,2023.0864887203368,2232,1
907302002,2020.6463533821243,3062,2
907302003,1776.0323082699247,1345,0
907302004,1776.0277969918745,1345,0
907801001,936.323150373999,3678,2
907801002,972.7264887187234,2447,2
907802001,error,404,PATH_NOT_FOUND
907802002,error,404,PATH_NOT_FOUND
909901001,1624.9863383398847,5630,3
909901002,784.9648796943472,2780,2
909902001,735.2865563886363,3189,2
909902002,error,404,PATH_NOT_FOUND
910401001,793.6048947301341,2672,2
910401002,2526.0818646537214,2230,1
910402001,793.6048947301341,2672,2
910402002,2526.0818646537214,2230,1
910501003,521.8142631561116,4273,3
910502001,852.8321729300987,5099,2
910502002,904.0629473658736,1030,1
910502003,197.6701729300988,568,1
910502004,error,404,PATH_NOT_FOUND
910503001,2407.6899398439473,3339,1
910503002,966.9677593951483,2488,1
910802003,829.5718345773073,2644,2
910802004,825.2086165350092,2216,2
913301003,1392.9217593903077,1520,1
913301004,1054.346323304098,822,0
913301005,1348.3618496130944,1917,1
913301006,1448.5328947285207,2558,2
913301007,570.0100827024727,448,0
913301001,1712.9144811935698,1620,1
913301002,1016.5310827024726,943,1
913302001,1193.0612706715847,1399,1
913302002,1171.235879692734,1710,1
913303001,1880.5426766846092,1903,1
913303002,2177.631729317122,2333,1
913304001,2084.7219097643074,2016,1
913304002,2435.818872172421,2060,1
913304003,1035.3524736780967,2423,2
913304004,2435.818872172421,2119,1
913601001,1709.7390526292859,1485,1
913601002,1709.0142030048985,2967,1
913701001,2366.041654130123,5885,3
913701002,633.4957819496346,913,1
913701003,1687.5930150341733,4217,2
913701004,2300.338849622775,6372,3
913701005,1289.9311278195125,4434,2
913702001,1809.4225639073366,3001,1
913702002,1907.4224436032969,2717,1
913702003,2249.300248118712,5690,3
